title,city,brand,fields,values,price,update,views
"Opel Zafira, ",Bakı,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Minivan,Bej,1.9 L/120 a.g./Dizel,412 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",12 300 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 385
"Mercedes S 300, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Gümüşü,3.2 L/224 a.g./Benzin,250 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",9 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 784
"Mercedes C 240, ",Ağcabədi,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Ağcabədi,Sedan,Ağ,2.6 L/170 a.g./Benzin,245 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənib,Rəsmi diler",11 900 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 403
"Kia Rio, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Qara,1.4 L/97 a.g./Benzin,268 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",11 900 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 456
"Chevrolet Cruze, ",Bakı,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,1.4 L/141 a.g./Benzin,265 500 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",13 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 285
"Mercedes E 220, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Yaş Asfalt,2.2 L/170 a.g./Dizel,180 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Digər",23 500 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 4259
"Hyundai Getz, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Qırmızı,1.4 L/97 a.g./Benzin,405 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",8 100 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 233
"Chevrolet Cruze, ",Bakı,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qara,1.4 L/153 a.g./Benzin,105 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",17 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 160
"Peugeot 208, ",Bakı,Peugeot,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Hetçbek,Mavi,1.6 L/120 a.g./Benzin,165 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənib",13 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 147
"MAN TGX 18.480, ",Bakı,MAN,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Dartqı,Ağ,12 L/480 a.g./Dizel,858 498 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",59 900 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 10263
"Mercedes C 220, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Universal,Qara,2.2 L/170 a.g./Dizel,301 241 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",21 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 620
"Lexus GS 350, ",Bakı,Lexus,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Sedan,Ağ,3.5 L/317 a.g./Benzin,182 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",18 200 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 382
"Kia Sorento, ",Gəncə,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Gəncə,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,202 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",33 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 171
"Hyundai i30, ",Sumqayıt,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Universal,Qara,1.4 L/109 a.g./Benzin,173 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",15 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 688
"BMW 525, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Gümüşü,2.5 L/192 a.g./Benzin,395 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",11 950 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 177
"Ford Cargo, ",Bakı,Ford,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Yük maşını,Ağ,7.5 L/366 a.g./Dizel,180 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",28 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 180
"BMW 535, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qara,3.0 L/306 a.g./Benzin,188 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",35 700 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 358
"Ford Mustang, ",Bakı,Ford,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Kupe,Göy,2.3 L/310 a.g./Benzin,44 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",28 700 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 3117
"Kia Cerato, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Sedan,Ağ,1.6 L/122 a.g./Benzin,400 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",12 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 910
"Zeekr 001, ",Bakı,Zeekr,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Sedan,Qara,0.0 L/544 a.g./Elektro,4 500 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",59 999 USD,Yeniləndi: 18.09.2023,Baxışların sayı: 9018
"Chevrolet Cruze, ",Bakı,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Gümüşü,1.4 L/140 a.g./Benzin,223 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",12 300 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 137
"Toyota Yaris Cross, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Gümüşü,1.5 L/122 a.g./Benzin,0 km,Avtomat,Ön,Bəli,Vuruğu yoxdur, rənglənməyib,Avropa",41 800 AZN,Yeniləndi: 17.09.2023,Baxışların sayı: 15457
"Opel Astra, ",Sumqayıt,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Hetçbek,Boz,1.6 L/101 a.g./Benzin,238 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənib,Avropa",9 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 2697
"Land Rover Discovery, ",Bakı,Land Rover,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,94 500 km,Avtomat,Tam,Xeyr,Vuruğu var, rənglənib",51 200 USD,Yeniləndi: 19.09.2023,Baxışların sayı: 941
"Hyundai Sonata, ",Gəncə,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Gəncə,Sedan,Ağ,2.4 L/178 a.g./Benzin,140 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",22 300 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 210
"Toyota Avalon, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,3.5 L/268 a.g./Benzin,201 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",26 500 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 134
"Kia Sorento, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Offroader / SUV,Yaş Asfalt,2.0 L/265 a.g./Benzin,165 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",36 600 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 837
"Opel Astra, ",Bakı,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Universal,Yaş Asfalt,1.6 L/101 a.g./Benzin,455 968 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",5 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 436
"Lexus RX 450h, ",Bakı,Lexus,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,3.5 L/168 a.g./Hibrid,150 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",30 000 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 9998
"Mercedes E 240, ",Sumqayıt,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Sedan,Gümüşü,2.4 L/170 a.g./Benzin,287 191 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",14 700 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 372
"Honda Insight, ",Bakı,Honda,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Liftbek,Yaş Asfalt,1.3 L/88 a.g./Hibrid,186 743 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",16 300 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 135
"BMW 530, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Göy,3.0 L/231 a.g./Dizel,438 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",12 000 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 535
"Opel Astra, ",Bakı,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Universal,Ağ,1.6 L/105 a.g./Benzin,365 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",11 200 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 150
"Hyundai Tucson, ",Gəncə,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Gəncə,Offroader / SUV,Ağ,2.0 L/141 a.g./Benzin,162 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",18 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 223
"LADA (VAZ) 21099, ",Bakı,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qızılı,1.5 L/78 a.g./Benzin,88 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rusiya",3 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 735
"Ford Mustang Mach-E, ",Bakı,Ford,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Qara,0.0 L/354 a.g./Elektro,0 km,Avtomat,Tam,Bəli,Vuruğu yoxdur, rənglənməyib,Digər",95 100 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 99969
"Opel Astra, ",Bakı,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Universal,Tünd qırmızı,1.3 L/90 a.g./Dizel,245 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",11 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 169
"Volkswagen Passat, ",Bakı,Volkswagen,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Gümüşü,1.8 L/170 a.g./Benzin,60 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənib,Amerika",6 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 2815
"Volvo 850, ",Bakı,Volvo,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Yaşıl,2.5 L/140 a.g./Benzin,197 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",5 600 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 263
"Land Rover RR Sport, ",Bakı,Land Rover,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,5.0 L/375 a.g./Benzin,137 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",25 800 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 299
"Ford Tourneo Custom, ",Bakı,Ford,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Minivan,Göy,2.2 L/123 a.g./Dizel,0 km,Mexaniki,Ön,Bəli,Vuruğu yoxdur, rənglənməyib,Avropa",70 900 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 3321
"LADA (VAZ) 2110, ",Tərtər,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Tərtər,Sedan,Gümüşü,1.6 L/81 a.g./Benzin,192 600 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rusiya",8 200 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 247
"Mercedes E 200, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Gümüşü,2.0 L/136 a.g./Benzin,445 500 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",7 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 354
"LADA (VAZ) 2106, ",Bakı,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Boz,1.5 L/65 a.g./Benzin,55 555 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Rusiya",2 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 305
"LADA (VAZ) 2106, ",Salyan,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Salyan,Sedan,Yaşıl,1.6 L/75 a.g./Benzin,44 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",7 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 467
"Ford Transit, ",Salyan,Ford,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Salyan,Furqon,Ağ,2.5 L/76 a.g./Dizel,355 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Digər",18 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 610
"BMW 318, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qara,1.8 L/140 a.g./Benzin,500 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənib,Avropa",3 200 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 1059
"Mercedes E 240, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Gümüşü,2.4 L/170 a.g./Benzin,273 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",12 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 139
"Daewoo Nexia, ",Bakı,Daewoo,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Göy,1.5 L/80 a.g./Benzin,190 157 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",5 400 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 621
"Opel Vectra, ",Bakı,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,1.8 L/116 a.g./Benzin,389 677 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Digər",7 900 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 5079
"Chevrolet Cruze, ",Bakı,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Göy,1.4 L/141 a.g./Benzin,284 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",13 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 190
"LADA (VAZ) 2107, ",Şamaxı,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Şamaxı,Sedan,Tünd qırmızı,1.6 L/75 a.g./Benzin,160 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Rusiya",5 900 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 1019
"Chevrolet Cruze, ",Sumqayıt,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Sumqayıt,Sedan,Qara,1.4 L/141 a.g./Benzin,205 161 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",13 900 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 147
"Changan Eado, ",Bakı,Changan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Sedan,Qara,1.6 L/113 a.g./Benzin,300 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",10 900 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 607
"Dodge Dart, ",Bakı,Dodge,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Göy,1.4 L/160 a.g./Benzin,260 714 km,Avtomat,Ön,Xeyr,Vuruğu var, rənglənib,Amerika",13 200 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 506
"Ford Transit, ",Hacıqabul,Ford,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Hacıqabul,Mikroavtobus,Ağ,2.5 L/76 a.g./Dizel,350 697 km,Mexaniki,Arxa,Xeyr,8+,Vuruğu yoxdur, rənglənməyib",11 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 425
"Chevrolet Cruze, ",Bakı,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Sedan,Qara,1.4 L/153 a.g./Benzin,109 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",17 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 6719
"Mercedes E 250, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Yaş Asfalt,2.2 L/204 a.g./Dizel,116 760 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",27 900 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 156
